"Id","SalePrice"
1461,178159.909148971
1462,178159.909148971
1463,178159.909148971
1464,178159.909148971
1465,191207.63023926
1466,178159.909148971
1467,178159.909148971
1468,178159.909148971
1469,181366.184607556
1470,178159.909148971
1471,181366.184607556
1472,178159.909148971
1473,178159.909148971
1474,178159.909148971
1475,181366.184607556
1476,191207.63023926
1477,191207.63023926
1478,191207.63023926
1479,191207.63023926
1480,191207.63023926
1481,191207.63023926
1482,191207.63023926
1483,178159.909148971
1484,181366.184607556
1485,181366.184607556
1486,181366.184607556
1487,191207.63023926
1488,191207.63023926
1489,181366.184607556
1490,178159.909148971
1491,181366.184607556
1492,178159.909148971
1493,178159.909148971
1494,191207.63023926
1495,191207.63023926
1496,181366.184607556
1497,181366.184607556
1498,181366.184607556
1499,181366.184607556
1500,178159.909148971
1501,178159.909148971
1502,181366.184607556
1503,191207.63023926
1504,191207.63023926
1505,181366.184607556
1506,178159.909148971
1507,178159.909148971
1508,178159.909148971
1509,178159.909148971
1510,178159.909148971
1511,178159.909148971
1512,178159.909148971
1513,178159.909148971
1514,178159.909148971
1515,178159.909148971
1516,178159.909148971
1517,178159.909148971
1518,178159.909148971
1519,181366.184607556
1520,178159.909148971
1521,178159.909148971
1522,178159.909148971
1523,178159.909148971
1524,178159.909148971
1525,178159.909148971
1526,178159.909148971
1527,178159.909148971
1528,178159.909148971
1529,178159.909148971
1530,178159.909148971
1531,178159.909148971
1532,178159.909148971
1533,178159.909148971
1534,178159.909148971
1535,178159.909148971
1536,178159.909148971
1537,178159.909148971
1538,191207.63023926
1539,191207.63023926
1540,178159.909148971
1541,178159.909148971
1542,178159.909148971
1543,181366.184607556
1544,178159.909148971
1545,178159.909148971
1546,178159.909148971
1547,178159.909148971
1548,178159.909148971
1549,178159.909148971
1550,178159.909148971
1551,178159.909148971
1552,178159.909148971
1553,178159.909148971
1554,178159.909148971
1555,178159.909148971
1556,178159.909148971
1557,178159.909148971
1558,178159.909148971
1559,178159.909148971
1560,178159.909148971
1561,178159.909148971
1562,178159.909148971
1563,178159.909148971
1564,178159.909148971
1565,178159.909148971
1566,181366.184607556
1567,178159.909148971
1568,178159.909148971
1569,178159.909148971
1570,178159.909148971
1571,178159.909148971
1572,178159.909148971
1573,181366.184607556
1574,178159.909148971
1575,181366.184607556
1576,178159.909148971
1577,181366.184607556
1578,178159.909148971
1579,178159.909148971
1580,181366.184607556
1581,178159.909148971
1582,178159.909148971
1583,191207.63023926
1584,181366.184607556
1585,178159.909148971
1586,178159.909148971
1587,178159.909148971
1588,178159.909148971
1589,178159.909148971
1590,178159.909148971
1591,178159.909148971
1592,178159.909148971
1593,178159.909148971
1594,178159.909148971
1595,178159.909148971
1596,181366.184607556
1597,178159.909148971
1598,181366.184607556
1599,191207.63023926
1600,191207.63023926
1601,178159.909148971
1602,178159.909148971
1603,178159.909148971
1604,191207.63023926
1605,191207.63023926
1606,178159.909148971
1607,178159.909148971
1608,181366.184607556
1609,181366.184607556
1610,178159.909148971
1611,178159.909148971
1612,178159.909148971
1613,178159.909148971
1614,178159.909148971
1615,178159.909148971
1616,178159.909148971
1617,178159.909148971
1618,178159.909148971
1619,178159.909148971
1620,178159.909148971
1621,178159.909148971
1622,178159.909148971
1623,191207.63023926
1624,178159.909148971
1625,178159.909148971
1626,178159.909148971
1627,178159.909148971
1628,191207.63023926
1629,181366.184607556
1630,191207.63023926
1631,191207.63023926
1632,191207.63023926
1633,181366.184607556
1634,178159.909148971
1635,178159.909148971
1636,178159.909148971
1637,178159.909148971
1638,181366.184607556
1639,178159.909148971
1640,181366.184607556
1641,178159.909148971
1642,181366.184607556
1643,191207.63023926
1644,191207.63023926
1645,178159.909148971
1646,178159.909148971
1647,181366.184607556
1648,178159.909148971
1649,178159.909148971
1650,178159.909148971
1651,178159.909148971
1652,178159.909148971
1653,178159.909148971
1654,178159.909148971
1655,181366.184607556
1656,178159.909148971
1657,178159.909148971
1658,178159.909148971
1659,181366.184607556
1660,178159.909148971
1661,191207.63023926
1662,191207.63023926
1663,191207.63023926
1664,191207.63023926
1665,191207.63023926
1666,191207.63023926
1667,191207.63023926
1668,191207.63023926
1669,191207.63023926
1670,191207.63023926
1671,181366.184607556
1672,191207.63023926
1673,191207.63023926
1674,191207.63023926
1675,178159.909148971
1676,178159.909148971
1677,181366.184607556
1678,191207.63023926
1679,191207.63023926
1680,191207.63023926
1681,191207.63023926
1682,191207.63023926
1683,181366.184607556
1684,181366.184607556
1685,178159.909148971
1686,181366.184607556
1687,181366.184607556
1688,181366.184607556
1689,181366.184607556
1690,181366.184607556
1691,181366.184607556
1692,191207.63023926
1693,181366.184607556
1694,178159.909148971
1695,181366.184607556
1696,181366.184607556
1697,181366.184607556
1698,191207.63023926
1699,191207.63023926
1700,181366.184607556
1701,191207.63023926
1702,191207.63023926
1703,191207.63023926
1704,191207.63023926
1705,191207.63023926
1706,191207.63023926
1707,181366.184607556
1708,181366.184607556
1709,191207.63023926
1710,191207.63023926
1711,191207.63023926
1712,191207.63023926
1713,181366.184607556
1714,181366.184607556
1715,181366.184607556
1716,181366.184607556
1717,181366.184607556
1718,178159.909148971
1719,181366.184607556
1720,191207.63023926
1721,181366.184607556
1722,178159.909148971
1723,178159.909148971
1724,181366.184607556
1725,181366.184607556
1726,178159.909148971
1727,178159.909148971
1728,181366.184607556
1729,178159.909148971
1730,178159.909148971
1731,178159.909148971
1732,178159.909148971
1733,178159.909148971
1734,178159.909148971
1735,178159.909148971
1736,178159.909148971
1737,191207.63023926
1738,181366.184607556
1739,181366.184607556
1740,178159.909148971
1741,178159.909148971
1742,178159.909148971
1743,181366.184607556
1744,191207.63023926
1745,181366.184607556
1746,191207.63023926
1747,181366.184607556
1748,178159.909148971
1749,178159.909148971
1750,178159.909148971
1751,181366.184607556
1752,178159.909148971
1753,178159.909148971
1754,181366.184607556
1755,178159.909148971
1756,178159.909148971
1757,178159.909148971
1758,178159.909148971
1759,178159.909148971
1760,178159.909148971
1761,178159.909148971
1762,178159.909148971
